sales,order_date,product,customer,country,employee,category
922.78,2001-03-19,Pet Bed,Pinnacle Tech,Japan,Robert Johnson,Pet Supplies
151.62,2001-03-19,Notebook Basic,Future Gadgets,Spain,William Wilson,Computers
177.44,2001-03-19,Science Fiction Novel,Elite Tech,Italy,Sarah Moore,Books
952.09,2001-03-19,Wristwatch,Gadget Galaxy,Egypt,Michael Davis,Fashion Accessories
687.35,2001-03-19,Science Fiction Novel,NextGen Innovators,Germany,William Wilson,Books
349.63,2001-03-19,Yoga Mat,Innovate Unlimited,Germany,Linda Miller,Fitness Equipment
698.74,2001-03-19,Ergonomic Desk,Tech Pioneers,India,Sarah Moore,Office Furniture
393.89,2001-03-19,Monitor 4K,Ultra Tech,China,Laura Adams,Monitors
153.22,2001-03-19,Solid State Drive,Infinity Solutions,Spain,Sandra Anderson,Storage Devices
268.08,2001-03-19,Women's Sandals,Reboot IT,South Korea,Linda Miller,Footwear
734.53,2001-03-19,Monitor 4K,Ultra Tech,Brazil,Laura Adams,Monitors
931.91,2001-03-19,4K Television,Tech Trends,Canada,Joseph Taylor,Home Electronics
398.16,2001-03-19,Camping Tent,Tech Trends,Germany,Robert Johnson,Outdoor Gear
437.52,2001-03-19,External Hard Drive,Nebula Innovations,Egypt,Linda Miller,Storage Devices
384.88,2001-03-19,Women's Sandals,Infinity Solutions,France,Linda Miller,Footwear
550.34,2001-03-19,Camping Tent,Innovate Unlimited,Brazil,Laura Adams,Outdoor Gear
814.63,2001-03-19,Monitor 4K,Pioneer Tech,Italy,Michael Davis,Monitors
389.16,2001-03-20,Desktop Beta,Infinity Solutions,Germany,Patricia Brown,Computers
440.48,2001-03-20,Ergonomic Desk,Pinnacle Tech,Kenya,Patricia Brown,Office Furniture
810.88,2001-03-20,Air Purifier,Innovate Unlimited,Brazil,Joseph Taylor,Home Appliances
737.92,2001-03-20,Dumbbell Set,Future Gadgets,Italy,John Smith,Fitness Equipment
917.94,2001-03-20,Men's Sneakers,Global Corp,Egypt,Sarah Moore,Footwear
287.59,2001-03-20,Smart Watch,Nebula Innovations,Italy,Sandra Anderson,Wearables
166.13,2001-03-20,Monitor 4K,Gadget Galaxy,South Africa,Linda Miller,Monitors
444.17,2001-03-20,Leather Office Chair,Innovate Unlimited,Japan,Laura Adams,Office Furniture
263.91,2001-03-21,Monitor HD,Innovate Unlimited,Japan,John Smith,Monitors
295.62,2001-03-21,Notebook Basic,Infinity Solutions,South Africa,Linda Miller,Computers
116.19,2001-03-22,Biography Book,Tech Pioneers,South Africa,John Smith,Books
344.25,2001-03-22,USB Keyboard,Pioneer Tech,South Korea,William Wilson,Computer Accessories
787.51,2001-03-23,Camping Tent,Reboot IT,China,Laura Adams,Outdoor Gear
440.32,2001-03-23,Robot Vacuum,Ultra Tech,Kenya,Sandra Anderson,Home Appliances
849.53,2001-03-23,External Hard Drive,Global Corp,Canada,Linda Miller,Storage Devices
519.57,2001-03-23,Children's Backpack,Pinnacle Tech,Japan,Sandra Anderson,School Supplies
511.95,2001-03-23,Air Purifier,Innovate Unlimited,Italy,John Smith,Home Appliances
772.77,2001-03-23,Microwave Oven,Infinity Solutions,Germany,Laura Adams,Kitchen Appliances
763.9,2001-03-23,Tablet Beta,Pinnacle Tech,Brazil,Sandra Anderson,Mobile Devices
900.28,2001-03-23,Yoga Mat,Nebula Innovations,Japan,Sarah Moore,Fitness Equipment
910.17,2001-03-24,Notebook Professional,Global Corp,Spain,Joseph Taylor,Computers
39.4,2001-03-25,Pet Bed,Nebula Innovations,France,Sandra Anderson,Pet Supplies
571.98,2001-03-25,Stainless Steel Water Bottle,Pinnacle Tech,Japan,Joseph Taylor,Outdoor Gear
864.45,2001-03-25,Streaming Media Player,Gadget Galaxy,Kenya,Sandra Anderson,Home Electronics
896.72,2001-03-25,Children's Backpack,Global Corp,Canada,Sandra Anderson,School Supplies
644.58,2001-03-25,Desktop Alpha,Reboot IT,Germany,William Wilson,Computers
184.17,2001-03-26,Pet Bed,Nebula Innovations,Spain,John Smith,Pet Supplies
538.66,2001-03-26,Dumbbell Set,SysTech Ltd.,South Korea,John Smith,Fitness Equipment
193.43,2001-03-26,Landscape Painting,SysTech Ltd.,France,William Wilson,Art
758.66,2001-03-26,Notebook Professional,Gadget Galaxy,South Africa,William Wilson,Computers
480.64,2001-03-26,Yoga Mat,Pioneer Tech,Canada,John Smith,Fitness Equipment
381.68,2001-03-27,Tablet Beta,Future Gadgets,South Africa,Michael Davis,Mobile Devices
840.72,2001-03-27,Virtual Reality Headset,Reboot IT,South Africa,Sarah Moore,Electronics
569.99,2001-03-27,Science Fiction Novel,Gadget Galaxy,Italy,William Wilson,Books
335.52,2001-03-27,Children's Backpack,NextGen Innovators,Canada,Michael Davis,School Supplies
769.31,2001-03-27,Tablet Alpha,Global Corp,South Korea,Sandra Anderson,Mobile Devices
709.75,2001-03-27,Wall Art,Pioneer Tech,Egypt,William Wilson,Home Decor
439.63,2001-03-27,LED Desk Lamp,Ultra Tech,China,Patricia Brown,Lighting
198.14,2001-03-27,Fitness Tracker,Pinnacle Tech,USA,John Smith,Wearables
434.17,2001-03-27,Camping Tent,NextGen Innovators,South Korea,Michael Davis,Outdoor Gear
318.24,2001-03-27,Science Fiction Novel,Infinity Solutions,Italy,Patricia Brown,Books
913.89,2001-03-27,USB Keyboard,Global Corp,Kenya,Laura Adams,Computer Accessories
174.59,2001-03-27,4K Television,Global Corp,France,John Smith,Home Electronics
977.26,2001-03-27,Men's Sneakers,Gadget Galaxy,Italy,Laura Adams,Footwear
986.72,2001-03-28,Women's Sandals,Future Gadgets,China,Robert Johnson,Footwear
205.09,2001-03-29,Desktop Alpha,Elite Tech,Mexico,Patricia Brown,Computers
392.64,2001-03-29,Stainless Steel Water Bottle,Elite Tech,Japan,William Wilson,Outdoor Gear
3.19,2001-03-29,Decorative Throw Pillow,Gadget Galaxy,Brazil,Joseph Taylor,Home Decor
659.88,2001-03-29,Smartphone Alpha,SysTech Ltd.,USA,Linda Miller,Mobile Devices
73.43,2001-03-30,Wall Art,Innovate Unlimited,China,Joseph Taylor,Home Decor
55.11,2001-03-30,Smartphone Alpha,Ultra Tech,Japan,Sarah Moore,Mobile Devices
366.6,2001-03-30,Yoga Mat,Elite Tech,Spain,William Wilson,Fitness Equipment
28.97,2001-03-30,Children's Backpack,Infinity Solutions,USA,Robert Johnson,School Supplies
177.58,2001-03-30,Bluetooth Speaker,SysTech Ltd.,South Korea,William Wilson,Audio Equipment
275.48,2001-03-30,Pet Bed,Tech Pioneers,Germany,Joseph Taylor,Pet Supplies
563.62,2001-03-30,Solid State Drive,Nebula Innovations,France,Robert Johnson,Storage Devices
853.08,2001-03-30,Smartphone Alpha,Infinity Solutions,Japan,Sandra Anderson,Mobile Devices
270.84,2001-03-30,Wristwatch,Elite Tech,Egypt,Michael Davis,Fashion Accessories
458.59,2001-03-30,Virtual Reality Headset,Pioneer Tech,Germany,John Smith,Electronics
788.59,2001-03-30,Science Fiction Novel,Elite Tech,USA,William Wilson,Books
583.23,2001-03-31,Gaming Console,Pioneer Tech,USA,Robert Johnson,Video Games
497.34,2001-03-31,Women's Sandals,Tech Pioneers,Germany,Joseph Taylor,Footwear
513.58,2001-04-01,Children's Backpack,Pinnacle Tech,Mexico,Sandra Anderson,School Supplies
381,2001-04-01,Monitor 4K,Future Gadgets,India,Sarah Moore,Monitors
614.07,2001-04-01,Robot Vacuum,Future Gadgets,Spain,Linda Miller,Home Appliances
887,2001-04-01,Desktop Beta,SysTech Ltd.,South Korea,Patricia Brown,Computers
475.71,2001-04-01,Electric Guitar,Future Gadgets,Brazil,Joseph Taylor,Musical Instruments
676.06,2001-04-01,Science Fiction Novel,SysTech Ltd.,Egypt,John Smith,Books
300.37,2001-04-01,Robot Vacuum,Global Corp,Nigeria,Patricia Brown,Home Appliances
276.82,2001-04-01,Hiking Boots,Global Corp,Mexico,Sandra Anderson,Outdoor Gear
133.83,2001-04-02,Monitor 4K,Elite Tech,South Africa,Linda Miller,Monitors
623.24,2001-04-02,Decorative Throw Pillow,Infinity Solutions,Canada,Laura Adams,Home Decor
482.47,2001-04-02,Pet Bed,Ultra Tech,Nigeria,Sandra Anderson,Pet Supplies
523.94,2001-04-02,Hiking Boots,Future Gadgets,South Africa,William Wilson,Outdoor Gear
694.46,2001-04-02,Air Purifier,Nebula Innovations,South Africa,Linda Miller,Home Appliances
667.09,2001-04-02,Yoga Mat,Innovate Unlimited,Kenya,John Smith,Fitness Equipment
260.79,2001-04-02,Sculpture,Ultra Tech,Egypt,Patricia Brown,Art
32.23,2001-04-02,Streaming Media Player,Tech Trends,Japan,Patricia Brown,Home Electronics
898.1,2001-04-02,Hiking Boots,Infinity Solutions,Canada,Laura Adams,Outdoor Gear
886.3,2001-04-02,4K Television,Global Corp,China,Joseph Taylor,Home Electronics
814.97,2001-04-03,Video Game Controller,Future Gadgets,Kenya,Sandra Anderson,Video Games
241.08,2001-04-03,External Hard Drive,Infinity Solutions,South Africa,Sarah Moore,Storage Devices
754.75,2001-04-03,Men's Sneakers,Pinnacle Tech,Spain,John Smith,Footwear
666.78,2001-04-04,Monitor HD,Ultra Tech,Mexico,Michael Davis,Monitors
605.66,2001-04-04,Notebook Basic,Future Gadgets,South Korea,Linda Miller,Computers
226.33,2001-04-04,Sculpture,Future Gadgets,Japan,Laura Adams,Art
288.72,2001-04-04,Gaming Console,Future Gadgets,France,Laura Adams,Video Games
102.78,2001-04-04,Wall Art,Reboot IT,India,Linda Miller,Home Decor
26.94,2001-04-04,Men's Sneakers,Elite Tech,Mexico,John Smith,Footwear
164.67,2001-04-05,Notebook Professional,Future Gadgets,Spain,Michael Davis,Computers
166.43,2001-04-05,Video Game Controller,Reboot IT,Canada,Linda Miller,Video Games
456.78,2001-04-05,Hiking Boots,Ultra Tech,Germany,Joseph Taylor,Outdoor Gear
307.99,2001-04-05,Tablet Beta,Global Corp,USA,Joseph Taylor,Mobile Devices
425.59,2001-04-05,Solid State Drive,Global Corp,Brazil,Patricia Brown,Storage Devices
685.14,2001-04-05,Smartphone Beta,Ultra Tech,China,William Wilson,Mobile Devices
222.54,2001-04-05,Smartphone Beta,Elite Tech,USA,Sarah Moore,Mobile Devices
131.87,2001-04-05,USB Keyboard,Future Gadgets,China,Robert Johnson,Computer Accessories
579.06,2001-04-05,Fitness Tracker,Innovate Unlimited,Kenya,Sarah Moore,Wearables
598.52,2001-04-05,Air Purifier,NextGen Innovators,Mexico,Linda Miller,Home Appliances
55.37,2001-04-05,Notebook Basic,Gadget Galaxy,Egypt,Sarah Moore,Computers
306.01,2001-04-06,Tablet Beta,SysTech Ltd.,Nigeria,John Smith,Mobile Devices
821.85,2001-04-06,Drone with Camera,Ultra Tech,South Korea,John Smith,Electronics
957.65,2001-04-06,Notebook Professional,Tech Pioneers,Japan,Joseph Taylor,Computers
840.04,2001-04-06,Wall Art,Innovate Unlimited,Japan,Robert Johnson,Home Decor
733.09,2001-04-06,Landscape Painting,Nebula Innovations,Nigeria,John Smith,Art
524.96,2001-04-07,Biography Book,Tech Pioneers,China,William Wilson,Books
171.61,2001-04-07,Ergonomic Desk,Innovate Unlimited,Egypt,Joseph Taylor,Office Furniture
895.31,2001-04-07,Camping Tent,Pioneer Tech,South Korea,Linda Miller,Outdoor Gear
357.33,2001-04-07,Sculpture,Nebula Innovations,Canada,Sandra Anderson,Art
74.83,2001-04-07,Monitor HD,Global Corp,Spain,Robert Johnson,Monitors
4.12,2001-04-07,Bluetooth Speaker,Nebula Innovations,South Korea,Joseph Taylor,Audio Equipment
934.44,2001-04-07,LED Desk Lamp,Pinnacle Tech,Nigeria,William Wilson,Lighting
324.87,2001-04-07,Ergonomic Desk,NextGen Innovators,India,Joseph Taylor,Office Furniture
535.81,2001-04-07,Espresso Machine,Pioneer Tech,India,Joseph Taylor,Kitchen Appliances
607.48,2001-04-07,Pet Bed,Pioneer Tech,Spain,John Smith,Pet Supplies
173.79,2001-04-08,Smart Watch,Tech Trends,Kenya,John Smith,Wearables
416.41,2001-04-09,USB Keyboard,Innovate Unlimited,USA,Michael Davis,Computer Accessories
254.92,2001-04-09,Leather Office Chair,Elite Tech,China,Michael Davis,Office Furniture
69.51,2001-04-09,Women's Sandals,Elite Tech,Mexico,Sandra Anderson,Footwear
928.18,2001-04-09,Fitness Tracker,Reboot IT,Brazil,Robert Johnson,Wearables
451.72,2001-04-09,Smartphone Beta,Infinity Solutions,Brazil,Joseph Taylor,Mobile Devices
843.47,2001-04-09,Smart Watch,Elite Tech,Japan,Sarah Moore,Wearables
406.35,2001-04-09,Camping Tent,NextGen Innovators,Egypt,Linda Miller,Outdoor Gear
890.28,2001-04-09,USB Keyboard,Global Corp,Germany,John Smith,Computer Accessories
734.62,2001-04-09,Bluetooth Speaker,Nebula Innovations,South Africa,William Wilson,Audio Equipment
321.04,2001-04-09,Sunglasses,SysTech Ltd.,Kenya,Linda Miller,Fashion Accessories
604.67,2001-04-09,Bluetooth Speaker,Nebula Innovations,Japan,William Wilson,Audio Equipment
279.52,2001-04-09,Video Game Controller,Reboot IT,South Korea,Sandra Anderson,Video Games
791.2,2001-04-10,Notebook Basic,Infinity Solutions,Kenya,Laura Adams,Computers
507.76,2001-04-11,External Hard Drive,Pioneer Tech,India,John Smith,Storage Devices
386.81,2001-04-11,Desktop Alpha,Nebula Innovations,Brazil,Sarah Moore,Computers
993.5,2001-04-11,Stainless Steel Water Bottle,SysTech Ltd.,Mexico,Robert Johnson,Outdoor Gear
635.16,2001-04-11,Monitor 4K,Future Gadgets,Germany,Linda Miller,Monitors
726.36,2001-04-11,Gaming Console,Reboot IT,Canada,Michael Davis,Video Games
920.5,2001-04-11,Cat Litter Box,Tech Pioneers,Italy,Robert Johnson,Pet Supplies
38.14,2001-04-11,Sculpture,Ultra Tech,Brazil,Sarah Moore,Art
284.25,2001-04-11,Pet Bed,Tech Trends,Brazil,William Wilson,Pet Supplies
836.1,2001-04-11,USB Keyboard,Nebula Innovations,South Korea,Robert Johnson,Computer Accessories
881.75,2001-04-11,Notebook Professional,Pioneer Tech,Kenya,Laura Adams,Computers
631.76,2001-04-11,Solid State Drive,Future Gadgets,South Africa,William Wilson,Storage Devices
696.78,2001-04-12,Wristwatch,Tech Trends,Spain,William Wilson,Fashion Accessories
339.95,2001-04-13,Sunglasses,Tech Pioneers,South Africa,Michael Davis,Fashion Accessories
614.15,2001-04-13,Cat Litter Box,Tech Trends,India,William Wilson,Pet Supplies
76.74,2001-04-13,Acoustic Piano,Reboot IT,Mexico,William Wilson,Musical Instruments
315.75,2001-04-13,Robot Vacuum,Innovate Unlimited,Kenya,Laura Adams,Home Appliances
484.67,2001-04-14,Electric Guitar,Gadget Galaxy,Canada,John Smith,Musical Instruments
287.37,2001-04-14,LED Desk Lamp,Pioneer Tech,Kenya,John Smith,Lighting
672.2,2001-04-14,Microwave Oven,Nebula Innovations,France,Patricia Brown,Kitchen Appliances
274.2,2001-04-14,Robot Vacuum,Reboot IT,Spain,Sandra Anderson,Home Appliances
731.96,2001-04-14,Smartphone Alpha,Nebula Innovations,USA,Michael Davis,Mobile Devices
523.23,2001-04-14,Smart Watch,Innovate Unlimited,China,Joseph Taylor,Wearables
746.42,2001-04-14,Notebook Basic,Nebula Innovations,Germany,John Smith,Computers
296.44,2001-04-14,Sunglasses,SysTech Ltd.,France,Sarah Moore,Fashion Accessories
439.12,2001-04-14,Gaming Console,Ultra Tech,Egypt,John Smith,Video Games
570.85,2001-04-14,Smart Watch,Ultra Tech,South Africa,Linda Miller,Wearables
292.29,2001-04-14,Desktop Beta,Pioneer Tech,Mexico,Laura Adams,Computers
891.49,2001-04-14,Robot Vacuum,SysTech Ltd.,India,Joseph Taylor,Home Appliances
572.13,2001-04-14,Fitness Tracker,Future Gadgets,USA,Sarah Moore,Wearables
138.78,2001-04-15,Monitor 4K,Tech Pioneers,Canada,Sarah Moore,Monitors
348.68,2001-04-15,Gaming Console,Tech Pioneers,France,Patricia Brown,Video Games
467.63,2001-04-16,Notebook Basic,Pinnacle Tech,Canada,Patricia Brown,Computers
203.55,2001-04-16,Noise Cancelling Headphones,Future Gadgets,Brazil,William Wilson,Audio Equipment
29.83,2001-04-16,Pet Bed,Nebula Innovations,Germany,Patricia Brown,Pet Supplies
959.07,2001-04-16,Solid State Drive,Nebula Innovations,USA,William Wilson,Storage Devices
202.17,2001-04-17,Air Purifier,Infinity Solutions,Egypt,Sandra Anderson,Home Appliances
540.28,2001-04-17,Tablet Beta,Pioneer Tech,Mexico,William Wilson,Mobile Devices
901,2001-04-17,Science Fiction Novel,Innovate Unlimited,Canada,Sarah Moore,Books
440.19,2001-04-18,Notebook Professional,Ultra Tech,South Africa,Laura Adams,Computers
965.36,2001-04-18,Science Fiction Novel,Global Corp,South Korea,Sandra Anderson,Books
50.01,2001-04-18,Espresso Machine,Tech Trends,China,Sarah Moore,Kitchen Appliances
170.71,2001-04-19,Solid State Drive,Gadget Galaxy,Canada,John Smith,Storage Devices
841.36,2001-04-20,Decorative Throw Pillow,Pioneer Tech,Italy,Sandra Anderson,Home Decor
49.82,2001-04-20,Wireless Mouse,Elite Tech,France,Patricia Brown,Computer Accessories
599.65,2001-04-20,Smartphone Alpha,Infinity Solutions,Mexico,Laura Adams,Mobile Devices
164.03,2001-04-20,Streaming Media Player,Pinnacle Tech,Japan,Linda Miller,Home Electronics
281.89,2001-04-20,Robot Vacuum,NextGen Innovators,Canada,Joseph Taylor,Home Appliances
789.07,2001-04-21,USB Keyboard,Tech Pioneers,Kenya,Robert Johnson,Computer Accessories
692.22,2001-04-21,Hiking Boots,NextGen Innovators,Italy,William Wilson,Outdoor Gear
202.64,2001-04-21,Streaming Media Player,Elite Tech,USA,Michael Davis,Home Electronics
272.83,2001-04-21,Microwave Oven,Innovate Unlimited,China,Sandra Anderson,Kitchen Appliances
674.55,2001-04-22,Tablet Beta,SysTech Ltd.,Germany,Robert Johnson,Mobile Devices
398.23,2001-04-22,Microwave Oven,Nebula Innovations,India,Sarah Moore,Kitchen Appliances
845.5,2001-04-23,Children's Backpack,Tech Trends,India,Laura Adams,School Supplies
885.33,2001-04-24,Notebook Professional,Global Corp,South Africa,Joseph Taylor,Computers
600.32,2001-04-24,Monitor 4K,Global Corp,Kenya,Joseph Taylor,Monitors
428.7,2001-04-24,Decorative Throw Pillow,Pinnacle Tech,USA,Sarah Moore,Home Decor
300.9,2001-04-24,Yoga Mat,Tech Pioneers,USA,Michael Davis,Fitness Equipment
598.33,2001-04-24,Noise Cancelling Headphones,Global Corp,China,John Smith,Audio Equipment
621.13,2001-04-25,Children's Backpack,NextGen Innovators,India,John Smith,School Supplies
712.55,2001-04-25,Desktop Alpha,Ultra Tech,South Africa,Robert Johnson,Computers
862.96,2001-04-25,Gaming Console,Tech Pioneers,Canada,Robert Johnson,Video Games
789.98,2001-04-25,Cat Litter Box,Innovate Unlimited,France,Laura Adams,Pet Supplies
159.98,2001-04-26,Monitor HD,Future Gadgets,USA,Michael Davis,Monitors
44.44,2001-04-26,Decorative Throw Pillow,Future Gadgets,South Korea,Michael Davis,Home Decor
644.64,2001-04-26,Robot Vacuum,Gadget Galaxy,South Africa,Sarah Moore,Home Appliances
667.56,2001-04-26,Wall Art,Pinnacle Tech,Germany,Sarah Moore,Home Decor
568.58,2001-04-26,Smart Watch,SysTech Ltd.,India,Robert Johnson,Wearables
424.18,2001-04-26,Dumbbell Set,Tech Trends,India,Joseph Taylor,Fitness Equipment
923.51,2001-04-26,Robot Vacuum,Global Corp,USA,Laura Adams,Home Appliances
42.61,2001-04-26,Leather Office Chair,Ultra Tech,Spain,Patricia Brown,Office Furniture
518.14,2001-04-27,Drone with Camera,SysTech Ltd.,South Africa,Linda Miller,Electronics
244.33,2001-04-27,Desktop Alpha,Reboot IT,Mexico,Sarah Moore,Computers
551.84,2001-04-27,Notebook Basic,Reboot IT,Spain,Sarah Moore,Computers
794.13,2001-04-27,Tablet Beta,Infinity Solutions,Brazil,Michael Davis,Mobile Devices
307.46,2001-04-27,Sculpture,Global Corp,Brazil,Sandra Anderson,Art
589.35,2001-04-27,Tablet Alpha,Tech Pioneers,Canada,Michael Davis,Mobile Devices
397.12,2001-04-27,Wristwatch,Future Gadgets,China,Joseph Taylor,Fashion Accessories
256.46,2001-04-27,Decorative Throw Pillow,Infinity Solutions,Kenya,Sandra Anderson,Home Decor
832.66,2001-04-27,Landscape Painting,Innovate Unlimited,France,Joseph Taylor,Art
337,2001-04-27,Electric Guitar,Pinnacle Tech,Italy,Robert Johnson,Musical Instruments
505.96,2001-04-28,Tablet Beta,Future Gadgets,Brazil,Sarah Moore,Mobile Devices
873.13,2001-04-28,Air Purifier,Pinnacle Tech,Japan,William Wilson,Home Appliances
898.56,2001-04-28,Sunglasses,Global Corp,China,Laura Adams,Fashion Accessories
918.47,2001-04-28,Bluetooth Speaker,SysTech Ltd.,Japan,Robert Johnson,Audio Equipment
614.7,2001-04-28,Microwave Oven,Future Gadgets,Brazil,William Wilson,Kitchen Appliances
668.18,2001-04-28,Gaming Console,Tech Pioneers,Japan,Linda Miller,Video Games
985.07,2001-04-28,Stainless Steel Water Bottle,Reboot IT,China,Michael Davis,Outdoor Gear
233.95,2001-04-28,Sunglasses,Global Corp,Egypt,John Smith,Fashion Accessories
940.08,2001-04-28,Bluetooth Speaker,Pinnacle Tech,Germany,Laura Adams,Audio Equipment
703.3,2001-04-28,Drone with Camera,Pioneer Tech,India,Linda Miller,Electronics
281.88,2001-04-28,Tablet Alpha,Tech Trends,India,William Wilson,Mobile Devices
970.58,2001-04-29,Landscape Painting,Reboot IT,Germany,Sandra Anderson,Art
